Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIP_SCORE_Score
000000556158.jpg,"A man in a blue jacket and black pants stands on a snowy trail, smiling at the camera while holding ski poles and wearing a beanie.",0.0036,0.1667,0.3579,0.3191
000000455267.jpg,"A black wok with a wooden handle sits on a black stovetop, filled with a colorful stir-fry of broccoli, chicken, and red peppers, cooking on a Pedesa brand electric stove.",0.0011,0.0889,0.3647,0.3835
000000083540.jpg,"A lone skier stands amidst a snowy forest, surrounded by towering trees laden with heavy snow, creating a serene winter landscape.",0.0297,0.1176,0.3394,0.3425
000000020571.jpg,"A picturesque coastal scene featuring a wooden dock with two green fishing boats, surrounded by calm waters and a backdrop of lush green hills and mountains.",0.0077,0.2174,0.2239,0.2744
000000286660.jpg,"A young woman with long blonde hair and red lipstick is smiling and kissing a worn, yellowish-green teddy bear with a stitched-on vampire mouth, set against a blue background.",0.0073,0.1622,0.3876,0.3994
000000218424.jpg,"Four zebras stand together in a grassy field, their distinctive black and white stripes contrasting against the green and brown landscape.",0.1134,0.2222,0.7516,0.3428
000000225405.jpg,"The image captures a lively youth soccer match on a grassy field, featuring two boys in the foreground engaged in a competitive play for the ball, while a third boy in the background observes the action.",0.0001,0.3556,0.3444,0.3279
000000034071.jpg,"The image depicts a pair of vintage-style parking meters with coin slots and digital displays, set against a blurred cityscape backdrop with a bright sun and buildings.",0.0103,0.1579,0.2922,0.3123
000000249643.jpg,"A sleek, modern train with a curved front and large windshield is approaching a station, displaying ""Mannheim Hbf"" and ""DB"" on its exterior.",0.0217,0.1224,0.41,0.3257
000000022479.jpg,"A skateboarder is captured mid-air performing a trick in a skate park, with a colorful skateboard, tie-dye shirt, and earbuds visible against a backdrop of palm trees and buildings.",0.0017,0.093,0.297,0.3606
000000045070.jpg,"A young girl is riding a horse in a forested area, wearing a black helmet and a pink and white plaid shirt.",0.0928,0.3571,0.3868,0.3425
000000096427.jpg,"In a gymnasium, two young boys in red t-shirts and black shorts are playing tennis, with one boy holding a racket and looking up at the ball, while another boy stands nearby. A third boy in a blue shirt is visible in the background.",0.0,0.3429,0.4406,0.3232
000000317999.jpg,"A man with a red beard and glasses is lying on a bed with a child, both engaged in reading a book together.",0.1871,0.186,0.6745,0.3616
000000398905.jpg,"A man with long curly hair and a beard is playing a keyboard on stage, wearing a denim jacket over a light blue shirt, with a microphone stand behind him and a colorful backdrop featuring a large white circle with an orange outline.",0.0,0.3158,0.4391,0.3577
000000179642.jpg,"A shirtless man in white shorts sits on a white director's chair, holding a white towel over his head. He has a white headband with a red Nike logo and is wearing white socks and white shoes. A tennis racket is on the ground in front of him, and a black and yellow bag with ""Babolat"" written on it is on the chair next to him. A white fan is positioned behind him. In the background, there are spectators, including a man in a white and black striped shirt with ""Sox"" written on it.",0.0,0.2778,0.304,0.3279
000000482917.jpg,"A person is relaxing on a red couch with their dog between their legs, watching TV in a cozy living room with a wooden entertainment center and gray carpet.",0.0055,0.15,0.436,0.3237
000000172547.jpg,"A breathtaking mountain landscape with lush green valleys, snow-capped peaks, and a serene blue sky dotted with fluffy clouds.",0.0134,0.0667,0.2808,0.2891
000000523229.jpg,"The image depicts a white toilet with a blue tank, featuring a sign that reads ""Please vacate this seat for elderly or less mobile passengers."" The toilet is situated in a small, enclosed space with a white wall and a red pipe visible behind it.",0.0,0.2979,0.501,0.3291
000000235778.jpg,"A young boy with glasses is holding a string of colorful diamond-shaped kites, each with a message written on it, in what appears to be a dimly lit indoor space.",0.0028,0.3636,0.3263,0.325
000000359833.jpg,"A young boy with short blonde hair is reaching into a cardboard box filled with red apples, wearing a blue shirt with black sleeves.",0.0438,0.2449,0.374,0.3193
000000344029.jpg,"A black bus with ""Black Diamond"" branding is driving down a city street, heading towards the viewer.",0.2562,0.3889,0.5743,0.2983
000000290619.jpg,"A ripe banana and a blue plastic container with a white lid are placed on a speckled granite countertop, with the banana providing a sense of scale for the container.",0.0035,0.1111,0.3997,0.3823
000000513181.jpg,"A picturesque waterfront scene featuring a large yacht docked at a marina, with a row of buildings and a parking lot in the background, all set against a backdrop of lush green trees and a clear blue sky.",0.0001,0.0426,0.3156,0.3413
000000376900.jpg,"A tennis player in a white uniform stands on a grass court, raising his arm and looking up at the sky, with a large crowd of spectators watching from the stands behind him.",0.0055,0.3226,0.4654,0.3743
000000298396.jpg,"This image showcases a cozy, vintage-style kitchen with light blue cabinets, a wooden table, and various kitchen appliances and utensils.",0.0502,0.093,0.2521,0.344
000000287527.jpg,"A close-up selfie of a smiling couple, with the woman on the left and the man on the right, both looking directly at the camera.",0.0066,0.2703,0.2411,0.2766
000000277051.jpg,"Two small brown birds are perched on a red tablecloth, with a white plate and knife in front of them, suggesting they are at a restaurant.",0.0351,0.1395,0.4358,0.3357
000000520707.jpg,"The image depicts a bustling airport terminal with a diverse crowd of travelers, including a police volunteer in a yellow shirt and khaki pants, a man in a pink shirt and white shorts pulling a suitcase, and a woman in a red shirt and white pants carrying a purse. The scene is set against a backdrop of luggage carts, a black railing, and a sign with the number three, all illuminated by overhead lights.",0.0,0.1463,0.129,0.3511
000000047828.jpg,"A stunning nighttime cityscape featuring a brightly illuminated bridge spanning a river, with a bustling walkway and boat dock in the foreground.",0.0413,0.1538,0.3321,0.322
000000029187.jpg,"A brown horse with the number 8 on its side is pulling a red cart with a driver wearing a white helmet and yellow jacket, racing on a dirt track surrounded by grass and advertisements.",0.0,0.1446,0.4935,0.3127
000000262682.jpg,"The image depicts a cozy kitchen with green cabinets, a brown countertop, and a white sink. The kitchen features a stove with a silver hood, a coffee maker, and a kettle on the counter. There's a window above the sink, allowing natural light to enter. The floor is covered in brown tiles, and the walls are white with a decorative border. The kitchen appears well-organized and functional, with various kitchen appliances and utensils neatly arranged.",0.0,0.1026,0.2584,0.3127
000000565853.jpg,"A man in a gray t-shirt and jeans is standing in a living room, facing a large TV screen that's turned on. The room has white walls, a wooden floor, and a fireplace on the right side. There are several beer bottles scattered on the floor in front of the TV.",0.0,0.3,0.5211,0.3242
000000125211.jpg,"A zebra stands in a grassy field, its black and white stripes contrasting against the natural backdrop of trees, a barn, and a cloudy sky.",0.0147,0.125,0.3254,0.3306
000000521509.jpg,"A young woman sits on her bed in a cozy bedroom, surrounded by personal items and a camera setup, suggesting she's preparing for a photo shoot or video recording.",0.0047,0.1702,0.3747,0.3101
000000054605.jpg,"A delectable slice of yellow cake with white frosting sits on a white plate, accompanied by a tall glass of chocolate milk topped with whipped cream and a straw. The scene is set on a dark brown wooden table in a cozy restaurant, with other patrons visible in the background.",0.0,0.3182,0.3293,0.3264
000000447611.jpg,"The image depicts a laptop being violently disassembled with various knives, symbolizing the destructive nature of hacking and data breaches.",0.0171,0.2424,0.3125,0.3252
000000281929.jpg,"A man in a brown suit and hat stands in front of a white house, holding a black bicycle with white tires.",0.0619,0.3,0.414,0.3342
000000024610.jpg,"The image depicts a cozy, lived-in living room with a mix of furniture and personal items, including a blue couch, a wooden desk with a laptop, a bookshelf filled with books, and a decorative star hanging on the wall.",0.0,0.1765,0.2907,0.3235
